Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Total_Spending,Age,Customer_Tenure,Children,Purchase_Frequency,Campaign_Engagement,Customer_Value_Score,Deal_Engagement,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Household_Type_Partner
48920.0,93,238,17,68,8,10,6,6,2,5,7,0,347,62,12.8,2,13,1,0.24732142857142855,3,0,1,0,0,1
89120.0,78,1168,92,408,72,129,55,5,6,7,1,0,1924,67,12.4,0,18,1,0.5080026455026455,1,0,0,1,0,1
44124.0,62,284,0,55,0,6,52,6,2,5,8,0,397,80,13.2,1,13,0,0.18726851851851853,4,0,0,0,1,1
81169.0,47,1288,20,613,80,61,27,5,7,9,2,0,2089,51,13.3,0,21,0,0.4944113756613757,1,0,0,1,0,0
36443.0,9,65,0,46,4,3,20,3,1,3,8,0,138,65,13.5,2,7,0,0.09050925925925925,4,0,1,0,0,1
26095.0,77,11,7,9,3,1,11,1,0,3,7,0,42,36,13.1,1,4,0,0.04656084656084656,1,0,1,0,0,0
71367.0,24,227,23,389,42,21,75,4,5,7,2,0,777,67,12.9,0,16,0,0.2687830687830688,1,0,1,0,0,1
80184.0,19,1035,134,670,25,38,0,6,3,10,3,0,1902,82,12.4,0,19,2,0.5821759259259259,1,0,0,1,0,1
30630.0,67,27,1,12,2,0,10,2,0,3,7,0,52,61,12.5,2,5,0,0.05830026455026455,2,0,1,0,0,0
73454.0,95,982,73,351,56,14,175,2,4,6,5,0,1651,39,12.4,0,12,1,0.40939153439153436,1,0,0,1,0,0
42691.0,48,179,2,64,38,17,58,5,1,6,5,0,358,35,12.9,0,12,0,0.17169312169312168,1,0,1,0,0,1
70503.0,73,1379,33,216,0,33,66,2,4,9,6,0,1727,73,13.8,0,15,2,0.5173611111111112,1,0,1,0,0,1
25545.0,35,32,1,64,16,12,85,2,2,3,6,0,210,39,13.9,1,7,1,0.16669973544973546,3,0,1,0,0,1
32880.0,76,8,4,15,7,6,2,1,0,3,8,0,42,40,13.6,1,4,0,0.04656084656084656,1,0,1,0,0,1
77863.0,20,881,38,319,16,25,12,4,5,10,2,0,1291,68,12.7,0,19,0,0.3680224867724868,1,0,0,0,1,1
50353.0,72,141,15,153,67,31,35,4,4,6,3,0,442,49,12.1,0,14,0,0.20363756613756614,1,0,0,1,0,1
61839.0,20,1000,155,379,224,17,120,4,8,4,8,0,1895,62,14.0,0,16,0,0.4166666666666667,1,0,1,0,0,0
49154.0,69,206,10,67,30,27,71,4,1,8,6,0,411,66,12.7,2,13,0,0.18912037037037036,6,0,0,0,1,1
47682.0,80,162,61,83,97,57,61,4,3,8,5,0,521,51,13.4,1,15,0,0.22450396825396823,4,0,0,0,0,0
72679.0,65,619,54,260,127,54,54,4,7,5,1,0,1168,57,12.9,1,16,0,0.3205026455026455,1,0,1,0,0,0
57954.0,52,456,4,24,0,0,9,8,2,6,7,0,493,49,12.1,2,16,1,0.29788359788359786,7,0,0,1,0,1
65316.0,65,112,6,92,3,9,38,3,2,5,4,0,260,64,13.3,2,10,0,0.13789682539682538,2,0,1,0,0,1
28567.0,57,11,3,22,2,2,6,2,0,3,6,0,46,44,13.1,1,5,0,0.057506613756613756,2,0,1,0,0,0
47352.0,70,172,12,112,8,0,15,6,1,5,7,0,319,75,13.3,1,12,0,0.16653439153439153,4,0,0,1,0,1
44931.0,0,78,0,11,0,0,7,2,1,3,5,0,96,59,12.5,1,6,0,0.07453703703703704,1,0,1,0,0,1
76982.0,19,464,151,292,65,60,30,8,3,4,4,0,1062,59,12.4,0,15,2,0.4293981481481482,1,0,1,0,0,0
57247.0,50,99,4,32,37,54,6,2,1,7,2,0,232,74,13.0,1,10,0,0.1341931216931217,2,0,0,0,0,1
22944.0,67,19,3,19,4,5,26,3,0,3,7,0,76,45,12.6,1,6,0,0.0718915343915344,3,0,0,1,0,0
25315.0,46,1,9,8,11,3,22,3,0,3,8,0,54,49,12.7,1,6,0,0.06898148148148148,3,0,0,0,0,1
43638.0,37,63,10,83,7,19,19,4,1,4,7,0,201,57,14.0,1,9,0,0.11967592592592592,2,0,1,0,0,0
42710.0,38,252,3,42,4,3,102,4,5,3,6,0,406,42,13.7,1,12,0,0.17804232804232803,2,0,0,0,1,0
84169.0,9,1478,19,403,0,19,0,7,6,6,3,0,1919,44,13.0,0,19,3,0.6510912698412699,1,0,0,0,1,1
54058.0,56,198,18,252,32,108,54,4,6,8,3,0,662,50,13.1,1,18,0,0.2744047619047619,2,0,1,0,0,1
24683.0,98,8,4,10,6,7,6,2,0,4,5,0,41,36,12.4,1,6,0,0.06726190476190476,2,0,0,0,0,1
85620.0,68,416,46,925,60,107,46,3,6,4,1,0,1600,62,12.6,0,13,1,0.41306216931216927,1,0,1,0,0,0
47850.0,72,42,7,43,20,12,10,3,0,4,6,0,134,46,12.6,1,7,0,0.08998015873015873,1,0,1,0,0,1
19514.0,47,14,3,21,2,1,28,3,1,2,8,0,69,58,12.5,2,6,2,0.2042989417989418,4,0,1,0,0,1
27159.0,33,17,0,3,0,0,1,1,0,3,6,0,21,53,12.3,2,4,0,0.043783068783068785,2,0,0,1,0,1
39548.0,87,15,4,10,3,4,18,1,1,3,3,0,54,63,12.3,2,5,0,0.05856481481481481,2,0,0,0,0,0
21474.0,0,6,16,24,11,0,34,3,1,2,7,0,91,37,12.3,1,6,2,0.2072089947089947,2,0,1,0,0,0
60504.0,73,458,0,24,6,4,34,6,2,8,6,0,526,55,12.5,1,16,0,0.2355820105820106,2,0,0,0,1,0
22419.0,74,30,3,47,19,21,42,3,2,2,8,0,162,63,13.3,0,7,0,0.09368386243386244,1,0,1,0,0,1
81698.0,4,179,28,520,111,123,47,3,8,13,1,0,1008,77,12.7,0,24,1,0.4493386243386243,1,0,0,1,0,1
43462.0,50,90,17,97,15,6,15,4,1,5,8,0,240,74,13.9,2,10,0,0.13525132275132276,6,0,1,0,0,1
54880.0,57,308,85,137,102,45,118,6,2,11,5,0,795,48,13.4,1,19,0,0.30241402116402116,2,0,0,0,1,0
79908.0,30,557,129,761,29,185,111,5,6,7,2,0,1772,44,13.3,0,18,1,0.4878968253968254,1,0,1,0,0,1
15315.0,27,7,4,13,15,8,17,2,0,4,5,0,64,56,13.0,0,6,0,0.0703042328042328,2,0,0,0,0,1
87771.0,61,1492,38,287,50,57,33,5,10,4,6,0,1957,67,13.2,1,19,5,0.7894510582010582,1,0,1,0,0,1
33039.0,4,30,8,12,8,8,12,2,0,4,5,0,78,48,12.9,1,6,0,0.07215608465608465,1,0,1,0,0,1
81741.0,75,249,153,940,58,134,38,6,6,7,2,0,1572,46,13.1,0,19,0,0.40519179894179896,0,0,1,0,0,0
71499.0,12,465,25,132,136,0,37,8,3,13,4,0,795,55,13.1,1,24,0,0.3544973544973545,2,0,0,1,0,1
62466.0,13,129,129,259,168,121,83,6,3,12,4,0,889,56,12.5,1,21,0,0.33568121693121694,5,0,0,0,0,1
48799.0,9,174,18,81,28,6,24,3,2,7,3,0,331,63,12.7,1,12,0,0.16812169312169312,3,0,0,0,1,0
52157.0,48,189,2,29,3,2,40,3,2,5,4,0,265,76,12.1,1,10,0,0.13855820105820105,2,0,0,0,1,1
66565.0,80,747,10,161,65,40,42,4,2,9,8,0,1065,64,13.6,1,15,0,0.29646164021164023,4,0,1,0,0,0
29298.0,60,6,0,2,2,0,1,1,0,2,5,0,11,75,12.9,2,3,0,0.0320436507936508,1,0,0,1,0,1
47691.0,43,14,0,3,0,0,4,1,0,2,6,0,21,47,13.1,1,3,0,0.03336640211640212,1,0,1,0,0,0
38200.0,19,12,0,4,0,0,1,1,0,2,7,0,17,56,13.6,2,3,0,0.03283730158730159,1,0,1,0,0,1
44989.0,26,98,0,106,49,10,106,5,1,5,6,0,369,52,13.9,1,11,0,0.1627314814814815,5,0,1,0,0,1
38443.0,58,32,0,5,0,0,1,1,0,3,7,0,38,58,12.5,2,4,0,0.046031746031746035,2,0,0,0,1,1
38593.0,42,51,12,49,17,24,24,4,1,3,8,0,177,48,12.9,1,8,0,0.10608465608465607,3,0,0,0,0,0
64413.0,27,200,5,44,0,10,20,5,1,5,5,0,279,56,13.0,1,11,0,0.1508267195767196,1,0,0,0,1,1
36959.0,56,25,6,25,6,0,0,2,0,3,8,0,62,45,12.8,1,5,0,0.059623015873015876,2,0,0,1,0,1
61996.0,27,1050,12,144,0,0,24,6,4,8,5,0,1230,49,13.5,1,18,4,0.6162037037037037,3,0,0,0,1,1
51287.0,10,117,0,22,13,0,30,4,1,3,7,0,182,58,12.3,2,8,0,0.10674603174603174,3,0,1,0,0,1
13260.0,48,9,4,17,10,2,7,3,0,3,8,0,49,56,12.9,2,6,0,0.06832010582010582,4,0,1,0,0,1
47472.0,39,56,0,11,0,0,8,2,0,4,5,0,75,60,12.9,2,6,0,0.07175925925925926,2,0,0,0,1,1
54603.0,85,145,13,46,17,2,4,4,2,4,7,0,227,70,13.0,2,10,0,0.13353174603174603,6,0,0,1,0,1
45207.0,64,203,0,10,0,0,2,3,1,6,6,0,215,52,13.7,2,10,1,0.19861111111111115,5,0,0,0,1,1
40689.0,69,270,3,27,39,6,99,7,1,5,8,0,444,75,13.4,1,13,0,0.19348544973544976,7,0,1,0,0,1
47821.0,54,9,0,16,6,6,10,1,0,3,8,0,47,59,12.8,2,4,0,0.04722222222222222,1,0,0,0,0,1
27450.0,57,37,12,23,8,11,52,2,1,3,7,0,143,75,13.3,0,6,0,0.08075396825396826,1,0,0,1,0,1
39453.0,64,46,0,7,0,0,2,2,0,3,6,0,55,43,12.3,1,5,0,0.05869708994708994,2,0,1,0,0,1
26850.0,10,31,1,13,7,2,9,2,1,4,4,0,63,55,12.3,2,7,0,0.08058862433862433,4,0,0,0,0,1
79800.0,65,1060,21,530,32,0,224,5,11,5,3,0,1867,71,13.8,0,21,4,0.731712962962963,1,0,1,0,0,0
61794.0,74,264,47,188,54,47,11,4,4,10,2,0,611,65,12.9,1,18,0,0.26765873015873015,2,0,0,1,0,1
53863.0,4,399,4,30,6,4,30,7,1,7,7,0,473,71,12.2,1,15,1,0.28482142857142856,3,0,1,0,0,1
24221.0,94,8,9,9,2,5,22,1,1,3,4,0,55,67,12.9,0,5,0,0.05869708994708994,1,0,1,0,0,1
39684.0,41,19,0,35,6,4,17,2,1,2,7,1,81,42,13.8,1,5,1,0.12880291005291006,2,0,0,0,1,0
92163.0,25,817,183,797,106,163,20,5,11,5,2,0,2086,51,13.6,0,21,3,0.6940145502645502,0,0,0,1,0,1
69882.0,94,292,127,635,132,127,165,3,7,9,1,0,1478,61,12.7,0,19,0,0.39275793650793656,1,0,0,1,0,0
33178.0,9,12,6,2,11,2,16,1,0,3,4,0,49,49,12.5,1,4,0,0.04748677248677249,1,0,1,0,0,1
59973.0,47,130,30,168,20,34,0,3,4,7,1,0,382,54,12.9,0,14,0,0.1957010582010582,1,0,0,0,1,1
17459.0,12,6,4,16,3,10,30,3,1,2,7,0,69,51,12.9,1,6,1,0.13763227513227513,3,0,0,1,0,1
23910.0,80,16,12,18,7,1,13,2,0,3,7,0,67,57,13.8,1,5,0,0.06028439153439153,1,0,1,0,0,0
42169.0,20,19,0,9,0,0,2,1,0,3,8,0,30,57,12.8,2,4,0,0.04497354497354497,2,0,0,1,0,1
26224.0,39,4,7,15,13,9,15,2,1,3,6,0,63,48,13.1,1,6,0,0.07017195767195768,3,0,0,0,0,1
31089.0,57,31,3,31,2,8,4,3,0,4,8,0,79,45,13.9,1,7,0,0.08270502645502646,3,0,1,0,0,1
30081.0,27,36,0,2,0,0,4,1,0,3,7,0,42,65,13.4,1,4,0,0.04656084656084656,1,0,1,0,0,0
62807.0,83,526,28,135,10,21,99,5,3,12,5,0,819,66,13.9,1,20,0,0.316005291005291,3,0,1,0,0,1
72906.0,79,400,32,519,71,75,54,3,4,9,1,0,1151,71,12.9,0,16,0,0.31825396825396823,1,0,1,0,0,0
61467.0,69,410,16,114,0,5,49,5,2,10,5,0,594,78,13.6,2,17,0,0.25499338624338624,3,0,0,0,1,1
49618.0,77,80,3,26,4,2,14,3,1,3,7,0,129,60,13.5,2,7,0,0.08931878306878306,4,0,0,1,0,1
21888.0,15,88,10,46,2,3,64,5,1,2,10,0,213,40,13.6,1,8,1,0.17751322751322754,4,0,0,1,0,0
42429.0,99,55,0,6,2,0,4,1,1,3,5,0,67,53,12.5,1,5,0,0.06028439153439153,2,0,1,0,0,0
26150.0,61,5,1,13,3,5,1,1,0,3,7,0,28,70,13.4,3,4,0,0.044708994708994705,1,0,1,0,0,0
30801.0,23,8,4,5,15,2,11,1,0,3,7,0,45,51,13.8,1,4,0,0.046957671957671955,2,1,0,0,0,1
81168.0,84,410,0,592,147,22,22,6,4,7,3,0,1193,61,12.2,0,17,1,0.40089285714285716,1,0,1,0,0,1
26877.0,74,101,13,76,20,18,40,3,1,6,6,0,268,57,12.9,0,10,0,0.13895502645502644,2,0,0,1,0,0
45006.0,90,162,25,53,16,0,10,3,1,7,3,0,266,82,13.0,0,11,0,0.14910714285714285,1,0,0,1,0,0
18978.0,41,2,8,1,4,7,15,1,0,3,8,0,37,53,13.6,1,4,0,0.045899470899470905,1,1,0,0,0,1
22574.0,28,25,0,8,2,0,2,2,0,3,7,0,37,59,12.7,3,5,0,0.05631613756613757,2,0,1,0,0,1
48240.0,73,389,91,248,64,49,41,6,3,13,5,0,882,57,13.7,0,22,1,0.41183862433862434,3,0,0,0,1,0
45837.0,88,215,13,87,17,17,24,6,2,5,7,0,373,52,13.0,2,13,0,0.18409391534391537,5,0,1,0,0,1
35791.0,94,27,0,5,0,0,3,1,0,3,8,0,35,61,13.2,3,4,0,0.04563492063492064,2,0,0,1,0,0
162397.0,31,85,1,16,2,1,2,0,0,1,1,0,107,50,13.1,2,1,0,0.023908730158730157,0,0,0,0,1,1
54162.0,31,5,6,10,6,5,10,1,0,3,4,0,42,48,13.4,2,4,0,0.04656084656084656,1,0,1,0,0,0
30522.0,6,179,8,83,19,11,26,1,2,9,2,0,326,66,13.9,1,12,0,0.16746031746031745,5,0,0,1,0,1
54456.0,23,352,0,27,10,0,15,6,1,7,6,0,404,65,13.0,1,14,0,0.1986111111111111,3,0,0,0,1,1
31632.0,92,17,8,12,11,15,32,2,1,2,7,0,95,55,13.0,0,5,0,0.06398809523809523,1,0,1,0,0,0
72298.0,52,625,35,169,58,17,35,4,3,6,1,0,939,77,12.4,0,13,2,0.3922949735449735,1,0,1,0,0,0
36975.0,50,10,6,11,0,4,2,1,0,3,7,0,33,48,12.6,1,4,0,0.045370370370370366,1,0,0,0,0,0
72635.0,54,390,22,323,104,35,107,6,8,6,3,0,981,71,13.1,0,20,1,0.40410052910052907,1,0,0,0,0,1
13624.0,93,10,2,15,2,1,6,2,0,3,6,0,36,50,13.5,1,5,0,0.05618386243386244,2,0,1,0,0,1
84196.0,56,215,63,507,231,31,190,8,4,7,3,0,1237,51,13.1,1,19,0,0.36087962962962966,1,0,1,0,0,0
70971.0,28,1001,17,572,93,125,17,11,11,5,7,0,1825,66,13.8,1,27,1,0.5886574074074075,7,0,1,0,0,1
34487.0,94,19,18,33,24,1,8,3,0,3,9,0,103,49,13.9,2,6,0,0.07546296296296297,3,0,0,0,1,0
28769.0,76,41,5,129,10,3,3,4,1,4,9,0,191,49,13.6,1,9,0,0.11835317460317459,3,0,1,0,0,0
69084.0,43,1181,107,199,39,30,30,7,3,13,8,0,1586,56,12.7,1,23,0,0.4487103174603175,2,0,0,0,1,1
65488.0,46,603,45,207,36,18,54,3,4,6,1,0,963,68,12.1,0,13,0,0.26213624338624336,1,0,0,0,1,1
62466.0,13,129,129,259,168,121,83,6,3,12,4,0,889,56,12.5,1,21,0,0.33568121693121694,5,0,0,0,0,1
32218.0,27,10,24,15,13,1,30,2,1,3,7,0,93,66,12.4,0,6,2,0.20747354497354498,1,0,0,0,0,0
83917.0,12,514,22,732,42,198,79,6,7,7,3,0,1587,53,13.3,0,20,1,0.4842592592592592,1,0,1,0,0,0
46102.0,3,14,0,1,0,0,1,1,0,2,7,0,16,64,12.4,3,3,0,0.03270502645502645,1,0,1,0,0,0
84574.0,72,387,20,713,38,54,163,9,11,11,5,0,1375,74,13.1,0,31,0,0.5041335978835978,1,0,1,0,0,0
56181.0,6,121,103,69,8,44,48,4,2,7,4,0,393,64,13.5,1,13,0,0.18673941798941798,1,0,1,0,0,1
63120.0,53,965,69,279,54,41,69,8,4,9,7,0,1477,76,13.8,1,21,1,0.48012566137566143,5,0,0,1,0,0
73691.0,58,707,21,250,85,43,73,6,2,8,2,0,1179,55,12.7,1,16,1,0.38862433862433865,2,0,1,0,0,1
63381.0,78,571,50,142,33,50,159,4,5,13,2,0,1005,66,13.8,1,22,0,0.3614417989417989,4,0,1,0,0,1
76140.0,57,586,66,653,17,0,26,5,9,6,2,0,1348,78,12.2,0,20,0,0.3859788359788359,1,0,0,0,1,1
62859.0,37,1063,89,102,16,12,25,9,4,6,6,0,1307,67,13.6,1,19,0,0.37013888888888885,4,0,0,0,1,0
45906.0,20,305,3,27,4,3,144,5,4,4,5,0,486,62,13.2,1,13,1,0.2657076719576719,2,0,1,0,0,0
77632.0,73,1200,105,758,0,42,147,4,2,6,2,0,2252,79,13.4,0,12,3,0.6222222222222222,1,0,0,1,0,1
46463.0,56,163,2,40,8,11,11,3,1,6,6,0,235,55,12.9,2,10,0,0.1345899470899471,7,0,0,0,1,1
105471.0,36,1009,181,104,202,21,207,9,8,13,3,0,1724,56,13.5,0,30,3,0.7398809523809525,0,0,1,0,0,1
55282.0,9,125,6,73,8,4,19,3,1,6,4,0,235,56,12.6,1,10,0,0.1345899470899471,1,0,0,1,0,0
78710.0,42,721,0,152,119,50,50,7,6,12,4,0,1092,49,12.2,1,25,0,0.4041997354497355,3,0,0,1,0,1
66886.0,28,315,4,62,41,31,146,7,1,7,5,0,599,68,12.9,1,15,0,0.2348214285714286,2,0,1,0,0,1
98777.0,23,1000,19,711,125,115,38,4,6,9,1,0,2008,66,12.4,0,19,1,0.5295304232804232,0,0,0,1,0,0
29103.0,38,16,0,17,6,3,6,1,0,3,9,0,48,41,13.9,1,4,0,0.04735449735449735,2,0,1,0,0,1
67445.0,63,757,80,217,29,80,11,9,6,12,6,0,1174,52,14.0,1,27,0,0.4358796296296297,5,0,1,0,0,1
50616.0,71,30,2,25,0,1,9,1,1,4,2,0,67,76,12.3,1,6,0,0.0707010582010582,1,0,0,0,1,1
49431.0,9,219,3,100,26,0,17,7,1,5,8,0,365,71,14.0,1,13,0,0.1830357142857143,2,0,1,0,0,0
153924.0,81,1,1,1,1,1,1,0,0,0,0,0,6,51,12.5,0,0,0,0.0001322751322751324,0,0,1,0,0,0
61278.0,87,111,3,28,2,6,15,3,1,4,6,0,165,73,12.6,1,8,0,0.10449735449735449,2,0,1,0,0,1
26490.0,92,45,47,52,21,20,25,3,1,5,6,0,210,68,13.8,0,9,0,0.12086640211640211,2,0,0,0,0,1
73059.0,36,410,112,420,0,82,71,9,3,13,4,0,1095,79,12.9,1,25,0,0.40459656084656087,1,0,0,0,1,1
46734.0,86,100,1,39,6,1,76,3,2,3,6,0,223,60,12.8,3,8,1,0.17883597883597888,4,0,0,0,1,0
56253.0,83,509,0,65,7,11,5,7,2,9,6,0,597,63,13.6,1,18,0,0.2658068783068783,4,0,1,0,0,1
19986.0,74,3,6,5,0,2,6,0,0,3,7,0,22,41,12.7,1,3,0,0.03349867724867725,1,0,1,0,0,1
58330.0,87,445,53,213,104,98,151,6,4,13,4,0,1064,51,12.6,1,23,0,0.37966269841269845,1,0,1,0,0,0
25965.0,29,2,2,11,41,7,11,2,0,3,8,0,74,46,13.9,0,5,0,0.061210317460317465,1,1,0,0,0,1
14661.0,88,4,1,11,6,2,2,1,0,3,6,0,26,70,13.6,0,4,0,0.044444444444444446,1,0,0,1,0,1
18690.0,77,6,1,7,23,4,19,1,1,2,8,0,60,67,13.6,0,4,0,0.048941798941798946,1,0,1,0,0,1
45068.0,25,14,0,3,0,0,3,1,0,2,7,0,20,52,13.2,1,3,0,0.033234126984126984,1,0,0,0,1,1
21063.0,34,1,10,11,19,3,15,2,0,3,6,0,59,39,12.8,1,5,0,0.05922619047619048,2,1,0,0,0,0
29187.0,43,26,0,6,0,0,2,1,0,3,8,0,34,58,13.2,1,4,0,0.04550264550264551,1,0,0,0,1,1
54690.0,76,111,16,37,7,9,18,3,1,5,3,0,198,55,12.7,2,9,0,0.11927910052910053,3,0,0,0,0,1
59304.0,81,418,61,428,80,51,10,7,8,10,5,0,1048,62,13.0,1,25,0,0.39837962962962964,3,0,0,0,1,1
59247.0,87,327,9,122,19,14,83,5,2,9,6,0,574,64,12.7,2,16,0,0.2419312169312169,5,0,0,1,0,0
66731.0,33,371,159,194,58,106,141,4,3,6,3,0,1029,56,13.9,1,13,0,0.2708664021164021,4,0,1,0,0,0
77353.0,38,275,59,107,69,101,59,6,4,8,4,0,670,46,12.6,1,18,0,0.27546296296296297,2,0,1,0,0,1
52614.0,63,789,0,142,12,9,38,2,4,8,8,0,990,51,13.7,1,14,0,0.2761243386243386,2,0,0,0,1,0
26751.0,26,1,1,5,0,3,1,1,0,2,8,0,11,52,12.2,2,3,0,0.0320436507936508,1,0,1,0,0,1
81300.0,17,1004,12,145,32,12,36,10,3,5,5,0,1241,63,13.7,1,18,2,0.4843253968253968,3,0,0,0,1,1
70337.0,75,187,81,149,25,43,91,2,2,12,1,0,576,47,12.6,0,16,0,0.2421957671957672,1,0,1,0,0,0
36145.0,13,56,4,76,17,1,18,4,1,3,9,0,172,41,13.1,1,8,2,0.23875661375661375,4,0,0,0,0,1
65295.0,19,365,32,117,34,110,6,3,3,13,2,0,664,46,12.6,0,19,0,0.2850859788359788,1,0,0,0,1,0
68118.0,51,595,23,123,10,23,154,8,9,4,6,0,928,63,12.8,1,21,0,0.3408399470899471,2,0,1,0,0,0
68743.0,81,1132,134,384,175,134,115,11,5,13,7,0,2074,59,13.9,0,29,0,0.575760582010582,1,0,1,0,0,0
41039.0,32,34,11,137,179,61,45,8,1,5,8,0,467,44,13.0,0,14,0,0.20694444444444446,1,0,0,0,0,1
38946.0,84,116,6,82,6,6,41,3,1,6,5,0,257,71,12.8,1,10,0,0.13749999999999998,2,0,1,0,0,1
65777.0,87,565,32,435,28,32,54,2,8,6,1,0,1146,59,12.6,0,16,0,0.3175925925925926,1,0,1,0,0,1
66476.0,99,372,18,126,47,48,78,5,2,11,4,0,689,50,13.4,1,18,0,0.27797619047619043,2,0,0,0,1,0
86857.0,96,899,102,838,133,102,40,5,6,10,2,0,2114,54,13.9,0,21,1,0.5643849206349206,1,0,0,0,1,0
160803.0,21,55,16,1622,17,3,4,0,28,1,0,0,1717,44,14.0,0,29,0,0.5285383597883598,15,0,0,0,1,1
77845.0,40,760,40,480,0,40,26,3,5,12,1,0,1346,37,12.2,0,20,2,0.519047619047619,1,0,0,0,1,1
69476.0,3,260,86,559,63,9,67,4,6,4,2,0,1044,57,12.8,0,14,0,0.2832671957671958,1,0,0,0,1,1
50611.0,98,459,0,24,6,0,4,4,5,7,6,0,493,66,13.8,1,16,2,0.36455026455026457,6,0,0,0,1,0
61209.0,73,466,0,224,119,49,99,5,3,4,2,0,957,56,12.9,0,12,0,0.25092592592592594,1,0,1,0,0,0
42315.0,90,67,15,80,17,11,80,1,4,4,3,0,270,68,13.0,1,9,0,0.12880291005291003,3,0,0,1,0,1
13084.0,29,2,0,7,3,7,10,1,0,3,6,0,29,74,12.7,0,4,0,0.04484126984126984,1,1,0,0,0,1
47570.0,3,67,1,20,0,2,31,2,2,2,7,0,121,77,13.2,2,6,1,0.144510582010582,3,0,0,1,0,0
61923.0,94,92,4,18,3,3,6,2,1,4,3,0,126,65,13.0,2,7,0,0.08892195767195767,1,0,0,1,0,1
34824.0,65,4,2,11,2,0,4,1,0,2,6,0,23,31,12.3,0,3,0,0.03363095238095238,1,0,1,0,0,0
26518.0,33,20,1,28,3,3,2,2,0,3,8,0,57,77,13.3,2,5,1,0.12562830687830687,3,0,0,0,1,0
45938.0,46,273,11,178,62,83,29,8,4,6,6,0,636,65,12.7,0,18,0,0.27096560846560847,2,0,1,0,0,0
78468.0,29,434,22,388,104,22,34,10,7,10,4,0,1004,66,12.3,0,27,1,0.48005952380952377,1,0,1,0,0,1
78901.0,99,321,11,309,33,26,34,9,3,5,4,0,734,53,12.9,1,17,0,0.2735119047619048,3,0,1,0,0,0
71427.0,26,212,123,177,15,64,23,8,2,8,4,0,614,48,12.4,2,18,0,0.26805555555555555,2,0,1,0,0,1
71022.0,30,909,12,278,0,12,242,5,2,11,8,0,1453,48,12.5,1,18,1,0.44570105820105815,3,0,1,0,0,0
90247.0,27,1184,32,352,21,16,16,3,4,7,1,0,1621,38,12.2,0,14,4,0.6262566137566138,1,0,0,1,0,0
41335.0,24,112,19,21,16,14,5,4,1,4,7,0,187,58,12.6,1,9,0,0.11782407407407407,3,0,0,1,0,0
71952.0,93,656,80,455,52,107,93,8,4,8,4,0,1443,40,13.5,1,20,2,0.531878306878307,2,0,1,0,0,1
35682.0,34,23,0,8,6,2,18,1,1,3,2,0,57,56,12.1,1,5,0,0.058961640211640215,1,0,0,0,1,0
43185.0,88,537,6,42,16,6,30,9,3,6,8,0,637,75,13.3,1,18,0,0.2710978835978836,2,0,1,0,0,0
66375.0,96,712,0,45,0,0,191,2,4,5,7,0,948,78,12.7,1,11,1,0.3059854497354497,3,0,0,0,1,1
35178.0,10,23,1,13,2,2,18,1,1,2,7,0,59,55,13.5,1,4,2,0.18214285714285716,1,0,0,1,0,1
25252.0,26,1,3,4,2,2,6,1,0,2,8,0,18,40,13.0,1,3,0,0.03296957671957672,1,0,1,0,0,1
55250.0,49,664,58,83,32,0,66,7,5,10,5,0,903,61,13.8,1,22,0,0.34794973544973545,4,0,0,1,0,0
33249.0,11,6,10,21,19,14,42,2,1,3,6,0,112,51,13.4,1,6,0,0.07665343915343915,2,0,1,0,0,0
58398.0,44,299,5,201,21,21,49,5,4,8,4,0,596,73,13.2,0,17,0,0.25525793650793654,3,0,1,0,0,1
50272.0,75,99,13,66,43,8,4,4,1,5,7,0,233,44,13.0,1,10,0,0.13432539682539682,3,0,1,0,0,1
76618.0,64,749,40,294,121,160,147,3,2,5,1,0,1511,51,13.6,0,10,0,0.30337301587301585,1,0,0,0,1,1
87305.0,19,345,25,501,63,138,80,5,3,8,2,0,1152,66,13.8,0,16,2,0.45171957671957674,1,0,0,0,0,0
25851.0,45,9,4,18,7,5,5,2,0,3,7,0,48,48,13.5,1,5,0,0.05777116402116402,2,0,1,0,0,1
58710.0,77,440,81,368,0,122,174,11,5,9,6,0,1185,56,13.3,1,25,0,0.4165013227513228,6,0,1,0,0,0
45160.0,9,8,2,5,3,0,3,1,0,2,7,0,21,68,12.3,2,3,0,0.03336640211640212,1,0,1,0,0,0
74806.0,1,670,9,249,0,28,9,5,4,5,4,0,965,61,13.6,1,14,0,0.2728174603174603,2,0,0,1,0,1
59111.0,90,524,0,134,28,28,155,11,1,8,7,0,869,72,13.2,0,20,0,0.32261904761904764,1,0,1,0,0,1
18988.0,43,6,0,6,2,1,1,1,0,3,7,0,16,42,12.2,1,4,0,0.04312169312169312,2,0,0,0,1,1
72190.0,79,597,166,597,172,166,249,5,6,4,3,0,1947,61,13.4,0,15,0,0.4131283068783069,1,0,1,0,0,1
7500.0,19,7,0,12,13,7,32,4,1,2,9,0,71,50,14.0,1,7,2,0.21498015873015874,5,0,1,0,0,1
44794.0,99,54,0,7,0,0,4,2,0,3,6,0,65,60,12.1,1,5,0,0.06001984126984127,1,0,1,0,0,1
